"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TASK-US015-01","Backend: Extend 'res.partner' Model and Views","Inherit the `res.partner` model to add any TMS-specific fields (e.g., a boolean `is_tms_customer`). Inherit the form view to ensure the GSTIN field (`vat` field in Odoo) is visible and marked as mandatory for TMS customers.","Task","Sprint Backlog","Critical","backend.dev1@company.com","product.owner@company.com","2024-11-08","5","2","backend,odoo,python,master-data","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-015","","Odoo,Python,XML","Low","Low","The `res.partner` model is successfully inherited. The GSTIN field is present and correctly configured on the contact form.","Model and view files updated, reviewed, and merged.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","UI verification.","","Creates the data structure for customer information."
"TASK-US015-02","Backend: Implement GSTIN Format Validation","Add a Python constraint (`@api.constrains`) on the `res.partner` model, specifically on the `vat` field. This constraint will use a regular expression to validate the format of the Indian GSTIN.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-12","4.2","2","backend,odoo,python,validation","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-015","TASK-US015-01","Odoo,Python,Regex","Low","Low","Saving a partner with a valid GSTIN format succeeds. Saving a partner with an invalid GSTIN format raises a `ValidationError`.","Python file updated, reviewed, merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","Unit tests for the regex logic.","","Ensures data integrity for customer tax information, critical for invoicing."
"TASK-US015-03","QA: Develop Unit Tests for GSTIN Validation","Write Pytest unit tests for the GSTIN format validation constraint. Include test cases for valid formats, formats with incorrect length, and formats with incorrect patterns.","Task","Sprint Backlog","Medium","qa.engineer1@company.com","product.owner@company.com","2024-11-13","5","2","qa,testing,pytest,odoo","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-015","TASK-US015-02","Pytest,Odoo Testing","Low","Low","Tests for several valid GSTINs pass. Tests for several invalid GSTINs correctly raise a `ValidationError`.","Test suite created/updated and passing in CI.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","Validate business logic.","","Automates validation of the GSTIN format rule."
"TASK-US015-04","QA: Manual E2E Validation of Customer Creation","Manually test the full workflow for creating a new customer. Verify all acceptance criteria, including mandatory field validation and the GSTIN format check. Confirm the new customer defaults to 'Active' status.","Task","Sprint Backlog","Medium","qa.engineer1@company.com","product.owner@company.com","2024-11-14","4.5","2","qa,e2e,manual-testing","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-015","TASK-US015-02","QA,Odoo","Low","Low","All ACs for US-015 are manually verified in a staging environment. The user experience is smooth and error messages are clear.","Test cases executed and passed. QA sign-off provided.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","End-to-end workflow validation.","","Confirms the feature works as expected from a user's perspective."
"TASK-US006-01","Backend: Define 'tms.vehicle' Model","Create the `tms.vehicle` model in Python. Define all fields as specified in REQ-1-200, including Truck Number, Model, Capacity (Tons), Ownership Type, Fuel Type, and service dates. Implement `_sql_constraints` to enforce the uniqueness of the 'Truck Number' field.","Task","Sprint Backlog","Critical","backend.dev1@company.com","product.owner@company.com","2024-11-11","6","3","backend,odoo,python,master-data","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-006","","Odoo,Python","Low","Low","The `tms.vehicle` model is created and registered with the Odoo ORM. The SQL constraint for unique truck number is defined.","Python file created, reviewed, and merged.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","Schema verification and unit tests for constraints.","","Creates the foundational data structure for the entire vehicle fleet."
"TASK-US006-02","Backend: Implement Truck Number Format Validation","Add a Python constraint (`@api.constrains`) to the `tms.vehicle` model to validate the 'Truck Number' field against a regular expression for standard Indian vehicle registration numbers.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-12","4.2","3","backend,odoo,python,validation","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-006","TASK-US006-01","Python,Odoo,Regex","Medium","Low","Saving a vehicle with a valid truck number succeeds. Saving a vehicle with an invalid format raises a `ValidationError`.","Python file updated, reviewed, merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","Unit tests for the regex logic.","","Ensures data quality and compliance for vehicle registration numbers."
"TASK-US006-03","Frontend: Create Vehicle Views and Menu Items","Create the XML files to define the form, tree (list), and search views for the `tms.vehicle` model. Also define the `ir.actions.act_window` and `ir.ui.menu` records to make the vehicle management interface accessible from the TMS application menu.","Task","Sprint Backlog","Critical","frontend.dev1@company.com","product.owner@company.com","2024-11-13","6","3","frontend,odoo,xml,ui","Sprint 1","Establish the core RBAC framework, user management, and foundational master data models (Driver, Customer, Vehicle) with basic views and validation.","Master Data Management","EPIC-002","Transport Management System","US-006","TASK-US006-01","Odoo,XML","Low","Low","A 'Vehicles' menu item appears in the TMS application. The list and form views render correctly.","XML file created, reviewed, and merged. UI verified manually.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-04","2024-11-15","100%","","","Manual UI verification.","","Provides the user interface for managing the vehicle fleet."
"TASK-US070-03","Backend: Implement Record-Level Security for Driver Role","Create an `ir.rule` record for the 'Driver' role. This rule will apply a domain filter on the `tms.trip` model to ensure a user in the driver group can only read/write trip records where their `employee_id` matches the trip's `driver_id`.","Task","Sprint Backlog","Critical","backend.dev1@company.com","product.owner@company.com","2024-11-19","10.3","8","backend,security,odoo,python,xml","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","User and Access Management","EPIC-001","Transport Management System","US-070","TASK-US070-01,TASK-US026-01","Odoo,Python,XML","High","High","An `ir.rule` record for `tms.trip` is defined and applied only to the Driver group. The rule's domain correctly filters trips based on the logged-in user's employee ID.","XML file with rule created, reviewed, and merged. Automated tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","QA for extensive validation.","","Automated integration tests and manual E2E testing are critical.","Module upgrade required.","Enforces critical data segregation for the Driver role, preventing unauthorized data access."
"TASK-US070-04","Frontend: Implement Field-Level and UI Security","Review all XML views (forms, lists, etc.) and apply the `groups` attribute to fields, buttons, and menu items to enforce UI-level security. This includes hiding financial fields from the Driver role on the trip form and hiding administrative menus from non-Admin roles.","Task","Sprint Backlog","Critical","frontend.dev1@company.com","product.owner@company.com","2024-11-22","14.3","8","frontend,security,odoo,xml","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","User and Access Management","EPIC-001","Transport Management System","US-070","TASK-US070-01","Odoo,XML","Medium","Medium","Financial fields are hidden for Drivers. Action buttons are hidden for unauthorized roles. Menus are hidden for unauthorized roles.","All relevant view files updated, reviewed, and merged. Manual E2E testing passed.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","QA team.","","Manual E2E testing for each role.","Requires module upgrade.","Implements the principle of least privilege at the user interface level."
"TASK-US070-05","QA: Develop Integration Tests for Critical Security Rules","Create automated integration tests using Pytest to verify the most critical security rules. This must include a test for the Driver's record rule on `tms.trip` and a test to ensure a non-Admin role cannot write to a protected model.","Task","Sprint Backlog","High","qa.engineer1@company.com","product.owner@company.com","2024-11-26","16.7","8","qa,testing,pytest,security,odoo","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","User and Access Management","EPIC-001","Transport Management System","US-070","TASK-US070-02,TASK-US070-03","Pytest,Odoo Testing","High","Medium","An automated test asserts that each driver can only access their own trip. An automated test asserts that an `AccessError` is raised for unauthorized actions.","Test suite created, reviewed, merged, and passing in CI.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","Backend developer.","","Complex test setup involving user impersonation.","","Provides an automated safety net for critical security rules."
"TASK-US026-01","Backend: Define 'tms.trip' Model","Create the core `tms.trip` model in Python. Define all necessary fields, including Many2one relationships to customer, route, material, vehicle, and driver. Implement the `state` field as a `Selection` field with the full lifecycle ('planned', 'assigned', 'in_transit', etc.) and set 'planned' as the default.","Task","Sprint Backlog","Critical","backend.dev2@company.com","product.owner@company.com","2024-11-20","12","5","backend,odoo,python,trip-management","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Trip Lifecycle Management","EPIC-003","Transport Management System","US-026","TASK-US015-01","Odoo,Python","Medium","Low","The `tms.trip` model is created and registered with the ORM. All relationship fields and standard fields are defined with correct types.","Python file created, reviewed, and merged.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Schema verification.","Requires module upgrade.","Creates the central data model for the entire application."
"TASK-US026-02","Frontend: Create Trip Views (Form, Tree, Kanban)","Develop the XML views for the `tms.trip` model. The form view should be well-structured with logical groups for route, material, and financial details. The tree and kanban views should provide a summary of key trip information.","Task","Sprint Backlog","Critical","frontend.dev1@company.com","product.owner@company.com","2024-11-25","8.3","5","frontend,odoo,xml,ui","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Trip Lifecycle Management","EPIC-003","Transport Management System","US-026","TASK-US026-01","Odoo,XML","Medium","Low","The form, tree, and kanban views are created and render without errors. A `statusbar` widget is included on the form view.","XML file created, reviewed, and merged. UI verified manually.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Manual UI verification.","","Provides the primary user interface for managing trips."
"TASK-US026-03","Backend: Implement Trip Creation Validation Logic","Add Python constraints (`@api.constrains`) to the `tms.trip` model to enforce BR-006 (mandatory Customer, Source, Destination) and BR-008 (Expected Delivery Date cannot be in the past).","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-26","5.2","5","backend,odoo,python,validation","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Trip Lifecycle Management","EPIC-003","Transport Management System","US-026","TASK-US026-01","Odoo,Python","Low","Low","Saving a trip without a customer fails with a validation error. Saving a trip with a past delivery date fails with a validation error.","Python file updated, reviewed, merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Unit tests for constraints.","","Ensures foundational data integrity for all trip records."
"TASK-US009-01","Backend: Define 'tms.vehicle.document' Model","Create a new model `tms.vehicle.document` with fields for `vehicle_id` (Many2one), `document_type` (Selection), `expiry_date` (Date), and `attachment` (Binary). Define access rights for this model in `ir.model.access.csv`.","Task","Sprint Backlog","Critical","backend.dev1@company.com","product.owner@company.com","2024-11-21","4.2","5","backend,odoo,python,master-data","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Master Data Management","EPIC-002","Transport Management System","US-009","TASK-US006-01","Odoo,Python","Low","Low","The model is created and registered with the ORM. Fields have correct data types and constraints. Admin group has full CRUD access.","Python file and CSV updated, reviewed, and merged.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Schema verification.","","Creates the data structure for vehicle compliance documents."
"TASK-US009-02","Frontend: Integrate Document List into Vehicle Form View","Inherit the `tms.vehicle` form view and add a 'Documents' tab. Inside this tab, add a One2many field linking to `tms.vehicle.document`. Define an editable tree view for this field to show Document Type, Expiry Date, and the attachment.","Task","Sprint Backlog","Critical","frontend.dev1@company.com","product.owner@company.com","2024-11-27","6.2","5","frontend,odoo,xml,ui","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Master Data Management","EPIC-002","Transport Management System","US-009","TASK-US009-01","Odoo,XML","Low","Low","The 'Documents' tab is visible on the vehicle form. An Admin can add, edit, and delete document lines directly from the vehicle form.","XML file updated, reviewed, and merged.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Manual UI testing.","","Provides the UI for managing vehicle compliance documents."
"TASK-US009-04","Backend: Create Scheduled Action for Expiry Alerts","Create an `ir.cron` record via an XML data file. This scheduled action will call a method on the `tms.vehicle.document` model that searches for documents expiring within the configured intervals (e.g., 30, 15, 7 days).","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-28","6.3","5","backend,odoo,python,cron","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Master Data Management","EPIC-002","Transport Management System","US-009","TASK-US009-01","Odoo,Python,XML","Medium","Low","A new Scheduled Action for checking document expiries is created in Odoo. The action is configured to run daily.","XML data and Python files updated, reviewed, and merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Unit test for the query logic.","Cron job must be enabled in production config.","Enables the proactive alerting system for compliance."
"TASK-US027-02","Backend: Implement Vehicle Capacity Validation","Add a Python constraint (`@api.constrains`) to the `tms.trip` model that validates the assigned vehicle's capacity against the trip's weight. This constraint should trigger on save if both `vehicle_id` and `weight` are set.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-28","4.2","5","backend,odoo,python,validation","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Trip Lifecycle Management","EPIC-003","Transport Management System","US-027","TASK-US026-01","Odoo,Python","Low","Low","Saving a trip where weight > vehicle capacity fails with a `ValidationError`. The error message is clear.","Python file updated, reviewed, merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Unit tests.","","Prevents vehicle overloading, ensuring safety and compliance."
"TASK-US027-03","Backend: Implement Automatic State Transition","Override the `write` method of the `tms.trip` model. Add logic to check if a `vehicle_id` and `driver_id` have been set on a trip that is in 'planned' state. If so, automatically change the state to 'assigned'.","Task","Sprint Backlog","Critical","backend.dev2@company.com","product.owner@company.com","2024-11-29","5","5","backend,odoo,python,state-machine","Sprint 2","Harden the security model with record-level rules, build the core trip creation workflow, and implement vehicle document management foundations.","Trip Lifecycle Management","EPIC-003","Transport Management System","US-027","TASK-US026-01","Odoo,Python","Low","Low","When a driver and vehicle are assigned to a 'planned' trip and saved, the trip's state becomes 'assigned'.","Python file updated, reviewed, merged. Unit tests passing.","2024-10-28T09:00:00Z","2024-10-28T09:00:00Z","2024-11-18","2024-11-29","100%","","","Unit tests.","","Automates the trip lifecycle progression from planning to assignment."
